3.49E-05,0.062566952,0.001393106
3.50E-05,0.062737637,0.001397025
3.51E-05,0.062925635,0.001401343
3.52E-05,0.063131248,0.001406065
3.53E-05,0.063354805,0.001411198
3.54E-05,0.06359667,0.001416753
3.55E-05,0.06385724,0.001422737
3.57E-05,0.064136949,0.001429161
3.58E-05,0.064436268,0.001436034
3.60E-05,0.064755705,0.001443371
3.62E-05,0.065095814,0.001451181
3.63E-05,0.065457191,0.001459481
3.65E-05,0.065840479,0.001468283
3.67E-05,0.066246373,0.001477605
3.70E-05,0.06667562,0.001487464
3.72E-05,0.067129024,0.001497877
3.74E-05,0.067607453,0.001508865
3.77E-05,0.068111837,0.001520449
3.79E-05,0.06864318,0.001532653
3.82E-05,0.06920256,0.001545501
3.85E-05,0.06979114,0.001559019
3.88E-05,0.07041017,0.001573238
3.92E-05,0.071060998,0.001588186
3.95E-05,0.071745074,0.001603899
3.99E-05,0.072463965,0.001620411
4.02E-05,0.073219361,0.001637762
4.06E-05,0.074013088,0.001655994
4.11E-05,0.07484712,0.001675152
4.15E-05,0.075723593,0.001695285
4.20E-05,0.076644822,0.001716446
4.25E-05,0.077613318,0.001738693
4.30E-05,0.078631809,0.00176209
4.35E-05,0.079703262,0.001786703
4.41E-05,0.080830909,0.001812607
4.47E-05,0.082018276,0.001839884
4.53E-05,0.083269217,0.001868621
4.59E-05,0.084587952,0.001898917
4.66E-05,0.085979106,0.001930876
4.74E-05,0.087447767,0.001964617
4.82E-05,0.088999533,0.002000268
4.90E-05,0.090640586,0.00203797
4.99E-05,0.092377764,0.002077881
5.08E-05,0.094218652,0.002120176
5.18E-05,0.096171681,0.002165048
5.29E-05,0.098246256,0.002212713
5.40E-05,0.10045289,0.002263414
5.52E-05,0.10280338,0.00231742
5.65E-05,0.105311,0.002375038
5.78E-05,0.10799076,0.002436611
5.93E-05,0.11085964,0.002502532
6.09E-05,0.11393701,0.002573244
6.26E-05,0.11724499,0.002649256
6.44E-05,0.12080899,0.002731152
6.63E-05,0.12465833,0.002819606
6.84E-05,0.12882704,0.002915401
7.07E-05,0.13335482,0.003019448
7.33E-05,0.13828828,0.003132819
7.60E-05,0.14368251,0.00325678
7.90E-05,0.1496031,0.00339284
8.23E-05,0.15612877,0.003542806
8.60E-05,0.16335483,0.00370887
9.01E-05,0.17139773,0.003893709
9.47E-05,0.18040138,0.00410063
9.98E-05,0.19054562,0.004333766
0.000105692,0.20205825,0.004598354
0.000112392,0.21523215,0.004901125
0.000120131,0.23045024,0.005250881
0.000129169,0.24822299,0.005659354
0.00013986,0.26924629,0.006142541
0.000152698,0.294494,0.006722823
0.0001684,0.32537194,0.007432515
0.000188035,0.36398697,0.008320042
0.000213285,0.41364547,0.009461401
0.000246946,0.47984651,0.010982989
0.000294032,0.57245428,0.013111536
0.000364513,0.71107606,0.016297722
0.000481362,0.94090127,0.021580251
0.000711435,1.3934418,0.031982058
0.001351432,2.6524168,0.060921135
0.003683532,7.24467,0.16651639
